customer_id,monthly_income,income_variance,bill_payment_delay_avg,missed_payments_6m,spending_ratio,savings_rate,employment_duration_months,account_age_months,risk_score,risk_band,financial_resilience_score,payment_discipline_score,income_stability_index
5a4f28c042bd0615b31ac36edf7b296caef465a5915d2b5bae883d46820d9823,30000-40000,0.097,0.98,1,1.0,0.1,12,120-180,0.26,Low,25.8,85.1,90.3
db3f269fbbe9230644d0f8d00489185434f16abbca2140a9793987bcc0869481,30000-40000,0.313,1.56,0,1.0,0.1,286,180-240,0.0,Low,24.7,92.2,68.7
a442e8581e43de1b71ad680b84a2b91f92684af0212a493d3a3bf6ba3c4fd645,20000-30000,0.28,2.39,0,1.0,0.24,128,60-120,0.0,Low,41.9,88.05,72.0
3705ec05a798847939786785eb5deb55b5b25a6d5dd5b1431414faeebed63181,20000-30000,0.385,11.11,3,1.0,0.19,136,0-60,0.51,Medium,23.8,14.450000000000005,61.5
e4e0f1d1a950a87a9c19df16c5a93951b6dc206a7d84bfa4d021798ca353a7b5,20000-30000,0.074,4.95,0,0.0,0.4,157,0-60,0.0,Low,56.5,75.25,92.6
754d456a11c462b345e19862f35cb10414be34baedf5795ad1538a9b7645b894,20000-30000,0.07,0.25,0,1.0,0.0,250,120-180,0.0,Low,21.8,98.75,93.0
9e82ad54f148fdce2cb2d231745bd9f0822e3fbf7f97d95921e15b7ece1e4380,30000-40000,0.149,1.37,0,1.0,0.0,142,180-240,0.12,Low,17.9,93.15,85.1
fd6e1710a3051d7f86a555161188fde36b547d75fafd4966b6b77a2e916eff56,20000-30000,0.142,2.18,0,1.0,0.4,178,180-240,0.0,Low,54.7,89.1,85.8
f243d7279d330d9c3b2bd4f0e6b702fc0393c3feb84af472bd3a1ede66f7a293,30000-40000,0.136,1.88,1,1.0,0.29,176,180-240,0.05,Low,39.5,80.6,86.4
bb819338f3563f81929df0e7326686e8b2ffa54009c775b37ee98163dc7c3db8,20000-30000,0.367,0.83,0,0.0,0.4,76,0-60,0.0,Low,58.9,95.85,63.3
92d2b1ead991ea52d1c2cdd23a8c219d0ab5d15cbd754ba3fe64c7ff93a7a806,20000-30000,0.137,5.26,2,1.0,0.25,145,0-60,0.27,Low,32.0,53.7,86.3
1bfb9c2648cc563e1a456d4a31cf4e8be0eb4a5a31b7fd43b9d52f0e9f4e5a4d,20000-30000,0.145,3.08,2,1.0,0.27,294,180-240,0.1,Low,34.5,64.6,85.5
497815de31673e247dc977a3b0a0dde2fe2e5a204d5ed2a93dbf43893b50e264,20000-30000,0.316,6.51,2,0.0,0.4,114,0-60,0.21,Low,49.400000000000006,47.45,68.39999999999999
f25696f88f6d215c349fc6720a1a9191b552dd2c093e56cd2ce592189602e1fa,20000-30000,0.207,5.94,4,1.0,0.37,208,120-180,0.42,Medium,33.0,30.3,79.3
c50173b0842035baa65008c3787388a98e3f2a00216003abcdd957dac3e9485c,10000-20000,0.322,4.98,0,1.0,0.4,133,60-120,0.0,Low,52.900000000000006,75.1,67.8
f25aa0a79e0b80921b1aee34a820a95d5f68438c92376394bc9a024e51e4bbe4,40000-50000,0.073,1.37,3,1.0,0.2,112,180-240,0.37,Medium,26.4,63.150000000000006,92.7
be78afe1d090302c0eca62a42425442f37a887fcd417596a37c14fbeacdc4a0f,30000-40000,0.221,2.93,1,1.0,0.23,69,0-60,0.19,Low,34.4,75.35,77.9
5f973e7f4ec2dddbb0eab23076c5b1f63bc8e2b8fd6a77bc1cd7ea2416c268a2,20000-30000,0.062,0.4,0,0.0,0.4,88,60-120,0.0,Low,60.7,98.0,93.8
38200363dfced7b5c59ac3df8c04371f03e12d71de6e607fd0dea22b79e2203c,30000-40000,0.072,2.64,0,1.0,0.14,277,180-240,0.0,Low,29.7,86.8,92.8
7e7379c330d767af865c9082a4f7aad5c96dd5d03a6dc4429079143533f373a0,20000-30000,0.367,0.76,0,1.0,0.09,229,60-120,0.0,Low,28.4,96.2,63.3
de04cf53584e177269180c11200868e731f50bb42613cc821583789737807f6c,20000-30000,0.099,2.95,1,1.0,0.36,12,180-240,0.16,Low,46.3,75.25,90.1
db97c3705dc0a05cdb77fa4b66a0f0ce716c6b063f74d54e6bb1f0a604f1612c,30000-40000,0.236,0.83,1,0.0,0.4,290,60-120,0.0,Low,55.8,85.85,76.4
1351e268c1132de3c0da0740ac7e7c9962ce45f019ac28e88249a371ccce2bc1,30000-40000,0.194,0.37,0,1.0,0.16,114,180-240,0.04,Low,31.0,98.15,80.60000000000001
b31f1f1b26f0a3d2a039cf44000a2596a5b70760e7a4278933a31a6f28749fe7,20000-30000,0.172,0.52,0,1.0,0.0,26,0-60,0.2,Low,18.2,97.4,82.80000000000001
cb00aec1861866e1cf17cb6c7d334b15e551a01e239c2a8020601b9f483e194c,20000-30000,0.365,0.01,0,0.0,0.4,293,0-60,0.0,Low,55.3,99.95,63.5
402a121094931b071f0dcfb5485c6b5c0154c698a3531f8ab525bde2dcd56b98,20000-30000,0.058,2.9,0,1.0,0.4,170,180-240,0.0,Low,53.2,85.5,94.2
c3f3f00df5daa94987ab5e2df509182456ed81bd25553e934f1735311424138d,10000-20000,0.282,4.5,0,0.0,0.4,111,60-120,0.0,Low,56.5,77.5,71.8
cd974199bbfcef68fadf8c12819134c482254128fcfa97bf9a80799b3f83612a,10000-20000,0.387,2.85,1,1.0,0.28,192,180-240,0.07,Low,37.2,75.75,61.3
52e49c4f2d2c797e1809aec1c49a59cb9464ebcd29632e99d1e4c414806176a5,40000-50000,0.246,0.57,0,0.0,0.4,198,120-180,0.0,Low,57.400000000000006,97.15,75.4
cf519a41bc49feef66b68d35824332abda97c47cc292bb6c2820188089becde3,40000-50000,0.378,0.34,0,1.0,0.4,35,0-60,0.0,Low,52.6,98.3,62.2
4eb6cd5ca5f1a2e387e1fe37158a066e8c6db2af70779dd39dbc15884e1a63d0,20000-30000,0.068,0.05,2,1.0,0.09,207,60-120,0.21,Low,20.7,79.75,93.2
b2153695afb00dc521436565204ef32d55e5fcb821d37968a3c63c0eb5142a38,30000-40000,0.197,0.54,0,1.0,0.21,184,60-120,0.0,Low,38.0,97.3,80.3
8ddff276dd98df935732ce183872c9a34889297097def456739c7e0984f1a206,30000-40000,0.141,5.99,1,1.0,0.4,149,120-180,0.09,Low,47.7,60.05,85.9
d422d58ed8be90aa006d758949876b8b0a391d47698e0995cedea65c3aa43c0a,40000-50000,0.393,1.74,0,1.0,0.23,13,60-120,0.1,Low,39.0,91.3,60.7
61bd374e94c57ac5926cc39faca63a60905affdf9e49f7471a59672eebf0a65d,20000-30000,0.14,0.3,0,0.0,0.4,72,180-240,0.0,Low,61.0,98.5,86.0
4db1cb9f24c5454f9417d682960d43664d9e678848803e4742179fde936ed325,20000-30000,0.279,0.85,0,0.0,0.4,258,180-240,0.0,Low,59.2,95.75,72.1
df1f86c59813a40e1e516b94581f67da295b0593f164df7a7071812910ddaa56,10000-20000,0.119,1.9,0,1.0,0.01,221,120-180,0.04,Low,20.2,90.5,88.1
23f3934b2470ade7f47cb92181afdead419cdca0b4c3673788712d9ac3bf51cc,30000-40000,0.248,3.03,1,0.0,0.4,299,60-120,0.0,Low,55.2,74.85,75.2
8730e106219d527d31c14d3554ce3be054c1032df2d092f74c064cc4c0e4ecfa,20000-30000,0.212,0.86,1,1.0,0.16,261,180-240,0.04,Low,27.9,85.7,78.8
59a0a9d22237e367ae0ece4bf9c169dfed55cfaa83cd126a69c6cdaecc092930,10000-20000,0.39,0.23,0,1.0,0.03,5,0-60,0.2,Low,20.3,98.85,61.0
a99696db2b0baa1853fb72f52897e04c305960a6975eefa4c157b49c1786e4fb,20000-30000,0.263,1.64,1,1.0,0.4,86,60-120,0.06,Low,50.4,81.8,73.7
af68f3af9f2447ac0d4fae4c66a0391b96ccbc8cd0a0dfd6854daa3c661aee69,20000-30000,0.172,0.76,1,1.0,0.36,158,120-180,0.01,Low,46.0,86.2,82.80000000000001
645055e94bf4093a0a533d4660f215ef2c32d173980f9c36f338b88572036af0,40000-50000,0.09,0.61,0,1.0,0.25,153,60-120,0.0,Low,39.7,96.95,91.0
e12229b84e86eb571f193b4bbbfa9f9f0e1ecbe595a175be3670996b8da4c5dd,30000-40000,0.103,8.09,2,1.0,0.0,178,0-60,0.41,Medium,11.7,39.55,89.7
b5df5683b28f5b23f090b3a4db6331135aaed8b430cae401a97a64553c4c2331,20000-30000,0.129,2.53,1,1.0,0.0,197,0-60,0.2,Low,14.499999999999998,77.35,87.1
7f6e612ff7701405904e0361db20627f9f02b721397b3664b5bc311cd0e0dcd1,40000-50000,0.138,2.19,1,1.0,0.16,109,0-60,0.19,Low,27.3,79.05,86.2
7010b53ac8f0349902f09c6d4a41d47d5682784936271b2ca3ba262e61b0eec7,30000-40000,0.348,2.01,1,0.0,0.4,136,60-120,0.0,Low,54.9,79.95,65.2
b41056a7b06921485a4fdd8070f530dea1f0e1b6863cdf8538a15e9dc7b568a6,20000-30000,0.246,1.81,4,1.0,0.14,278,120-180,0.4,Medium,15.8,50.95,75.4
d388dd01c96f24411e9b2b4b614e8a48c6294906e5271bfcdd9f10e8e053bb83,40000-50000,0.233,2.46,0,1.0,0.4,157,120-180,0.0,Low,51.1,87.7,76.7
347af29d15ec8e4d8de5b5272ede02d20cbff70603223550bfddec8154761fdb,30000-40000,0.09,2.92,0,1.0,0.34,279,180-240,0.0,Low,46.6,85.4,91.0
38e13a2d224361a956f35acb1a5c154ed6d45d22eb11562882c2708ecc0b7b0a,20000-30000,0.351,4.55,0,0.0,0.4,238,60-120,0.0,Low,59.8,77.25,64.9
b961ec14f09ea56f7075cfb4c13e3c4be0d50c088039bc1e6095dcf1958cbf0f,20000-30000,0.303,0.66,0,0.0,0.4,242,0-60,0.0,Low,56.5,96.7,69.7
73ea4b36641e26126095d79d075ad6337132c40a7532c04643617b219c91f189,20000-30000,0.074,1.64,1,1.0,0.08,15,120-180,0.29,Low,22.1,81.8,92.6
70fb1e11773661b115ba89a80a9b23bc11db21e092b9a3a1aced65685850544c,10000-20000,0.298,1.85,1,1.0,0.29,37,120-180,0.16,Low,40.7,80.75,70.19999999999999
84ab6592e7d37b219cba84d761d07ef9b67bfd3e5524cd6475f2edbd66031b27,30000-40000,0.24,6.54,1,1.0,0.4,49,60-120,0.17,Low,49.8,57.3,76.0
0cdfd8364894441be0e7fce976b1b4776733ef6ce2d21517c9419eda34c6ff2c,40000-50000,0.079,2.39,1,1.0,0.4,216,60-120,0.0,Low,47.7,78.05,92.1
d2c114a4c7870871b880a9fac7d1c958a973d0548b44a4a82fd9cb756b508758,10000-20000,0.21,2.32,2,1.0,0.02,148,0-60,0.34,Medium,13.6,68.4,79.0
c4c91b4214290d67908087ca51cd16727767e0c6ac2aa526dd31689b11aeb2e0,30000-40000,0.22,0.38,1,1.0,0.07,161,0-60,0.15,Low,22.5,88.1,78.0
24b424f782a16e5716607d3ea3e9cc210126d123b099c2d68a5c03733e52d6de,20000-30000,0.108,2.36,0,1.0,0.4,127,180-240,0.0,Low,54.4,88.2,89.2
bd54bfd3262452c878c4c5c716855626781b154468fa82da50186776cd93ad62,20000-30000,0.381,0.49,0,0.0,0.4,112,180-240,0.0,Low,58.3,97.55,61.9
836f0b1770161bfbc0ef0f17049f07c60abf0487d6cec3bd0ad41579cde80a41,20000-30000,0.347,1.54,0,0.0,0.4,39,120-180,0.0,Low,55.0,92.3,65.3
b0e42301aa21e3d9063b3243cb55b84fd82ff353796a57a84835c88900d5abca,20000-30000,0.284,0.53,0,1.0,0.0,279,0-60,0.0,Low,18.8,97.35,71.6
e9f39d3b03027077a22b1b791d83afe4adac71a638ba487305d788e2cd557919,30000-40000,0.212,3.6,2,1.0,0.2,16,120-180,0.37,Medium,28.9,62.0,78.8
ba687444bf6f4e27167d0a965fa976ce5007575f7756121a9eb1b669b54c3069,20000-30000,0.194,0.69,0,1.0,0.25,234,180-240,0.0,Low,40.6,96.55,80.60000000000001
36baadf4145dc52d89994ba9caf565fd83f3b1dbf8aa1ef4daa943655e69ea26,30000-40000,0.278,1.69,0,1.0,0.34,126,0-60,0.0,Low,43.6,91.55,72.2
26f4dabed49c9bc89b4eb79dd844a94d18fd38a216621fb6262952ecad5bc9a7,20000-30000,0.241,7.24,1,1.0,0.37,281,0-60,0.0,Low,46.8,53.8,75.9
44e639e14863d99b79f4d2ad69a7347b325bebe99f6c7e23aa12a9a014b7ee5e,20000-30000,0.072,0.54,1,1.0,0.05,113,60-120,0.21,Low,20.0,87.3,92.8
b337e14f71b367ca5a6cfcb886bf2742e51f1c21a3486a4f1d010a8146bd212a,20000-30000,0.229,2.23,1,1.0,0.26,126,180-240,0.11,Low,37.4,78.85,77.10000000000001
54fdfec264ddac5c6696f00084639e93b19d5a697bf84be4b82099845e96d6f2,20000-30000,0.332,1.99,1,0.0,0.4,32,0-60,0.08,Low,54.3,80.05,66.8
ce02971a7e5e331c134c3f131bba18aa5ba9e6cda0e8a6a5b1f246fa9606119a,30000-40000,0.211,0.06,1,0.0,0.4,117,180-240,0.0,Low,54.0,89.7,78.9
c4006132056f1cf7946480e9fe2038879bdaf951e225f79ed220f4262bedf798,30000-40000,0.068,3.68,1,1.0,0.27,92,60-120,0.16,Low,37.6,71.6,93.2
72994bdf350934b77a2dada9f084a57804679afb6de1e41f96dfffdff69c33f1,20000-30000,0.325,0.26,0,1.0,0.0,214,60-120,0.04,Low,18.5,98.7,67.5
f4ebf8129be2fb0fe3c0063dfd6b26bc6dfbe329746b393ebe24fa645f5ed521,30000-40000,0.12,1.67,4,1.0,0.4,40,120-180,0.46,Medium,37.5,51.650000000000006,88.0
3377a5712e0768bfd70b28147eac80240f73920e91e90cd42f17045a857cbd0c,30000-40000,0.141,2.22,0,1.0,0.05,85,0-60,0.15,Low,22.5,88.9,85.9
8d91523a6cce3f2ee7450da6d6c579240407ac1bcc789ebc300c5ace78c5b570,10000-20000,0.108,2.51,0,1.0,0.04,29,120-180,0.18,Low,24.7,87.45,89.2
a4a3a884a06237c1a61fc6100aab040f9142407833d8a561d8df41f8c4ec8f8e,30000-40000,0.166,3.3,0,0.0,0.4,219,180-240,0.0,Low,55.0,83.5,83.39999999999999
e9bc8b070b1b0e3f8555fd30b5ac9abef07e39e0b972f5f7d63018f302cf3fcb,20000-30000,0.315,1.04,1,0.0,0.4,217,180-240,0.0,Low,56.1,84.8,68.5
f66a2410283d9cd90c7e9839f58090a042c36df205e5dc757e344b96e704e540,30000-40000,0.232,0.03,0,0.0,0.4,223,180-240,0.0,Low,58.6,99.85,76.8
a110c6e3ae8787d60985b6f666d4e3e65bbc4893ebf6822295a8151914d1844e,20000-30000,0.122,3.35,2,1.0,0.1,17,60-120,0.42,Medium,20.6,63.25,87.8
380019105b6cb61d5c4fd22473235fdaa2cf7c6ccfc384a9e228ae7716230786,10000-20000,0.357,2.9,0,0.0,0.4,261,180-240,0.0,Low,56.2,85.5,64.3
12ec21a661d9c393610569ee3d279f0f223d3eeb880e82f080a5fd38f8e7de82,10000-20000,0.358,6.85,1,1.0,0.4,268,180-240,0.0,Low,48.0,55.75,64.2
5a83d25a29d131a9aa9cb163f576a791ecdff40add44a5d380e56638b91cbc5f,30000-40000,0.355,6.5,1,1.0,0.33,122,0-60,0.16,Low,41.5,57.5,64.5
32778b53a504de1f9ad4e07742938cbf29ea42e1e223206f7a6473f01fb79b81,30000-40000,0.134,4.95,0,1.0,0.19,130,60-120,0.08,Low,33.1,75.25,86.6
c136051f13ee8b1a262c0262486450f21d2704460b0788fc8c4e4256519f8489,20000-30000,0.208,2.02,1,0.0,0.4,213,60-120,0.0,Low,54.3,79.9,79.2
3cff2923882344761fd63ceed58d1da269994fee634f9c49d5f69de170600b38,30000-40000,0.395,1.61,1,1.0,0.4,13,180-240,0.14,Low,47.1,81.95,60.5
61dd40720a596f662e0fe35ffdb0b1c85b7662808195b156c57e9166256a3679,10000-20000,0.32,5.65,2,1.0,0.36,178,180-240,0.21,Low,39.3,51.75,68.0
7e47fb8308cae3ade3c8b6ec822b933fd07b5465f0c2f319fa001a152a6d6f50,20000-30000,0.06,1.38,1,1.0,0.23,135,180-240,0.11,Low,35.6,83.1,94.0
5801bec373a344eef51a109245631019719cd1ae3efcece3101411ff27479d5d,10000-20000,0.073,0.48,0,1.0,0.0,16,120-180,0.18,Low,21.5,97.6,92.7
893d8bf0d3a1a95a19455a073133828bb29a5a5aa65fc91c534ade9c9b071089,20000-30000,0.212,5.91,1,0.0,0.4,52,120-180,0.13,Low,52.8,60.45,78.8
76ad3df50254f007b4a3c567fe27c8ff87008553992a935767ee34508586037c,30000-40000,0.368,8.23,2,1.0,0.04,74,60-120,0.48,Medium,15.500000000000002,38.85,63.2
6fa0f558f626edac905d8b5263288c8c13b2a1ecaeea678f6c0a33a14762a79a,20000-30000,0.239,2.0,1,1.0,0.1,71,0-60,0.23,Low,25.5,80.0,76.1
cc0f14516ca47764037836ca94c2499dda5e0a7c329ba076cc155f6c9b4f8a2a,20000-30000,0.224,0.25,1,1.0,0.22,18,180-240,0.19,Low,34.8,88.75,77.60000000000001
aa78fdb758caa86cbfd0033f617548522f6a3693a74e6be5a4fd44dcfda9df54,30000-40000,0.087,1.19,0,1.0,0.18,58,0-60,0.09,Low,33.2,94.05,91.3
fea233724fb5fa102ebf23c6453a075840c1e899bfdb0efdfcea77f9dfea82bb,20000-30000,0.28,5.53,2,1.0,0.37,107,180-240,0.25,Low,41.6,52.35,72.0
fb2361ce375363cd17011ab7acdea9d308e16e8c8113d9e89c11f6dcb412fa10,30000-40000,0.338,8.56,1,0.0,0.4,134,120-180,0.1,Low,53.7,47.2,66.19999999999999
03e7edd633d24ffd2b9ff63111aa2f86ff8f580ab24a761332af57a1af41c405,10000-20000,0.183,0.66,0,1.0,0.14,50,60-120,0.09,Low,32.1,96.7,81.69999999999999
50c7653ef1243f82828212460b2492432e002adac311087ae53242165a9a356c,30000-40000,0.321,0.25,0,1.0,0.25,250,60-120,0.0,Low,40.9,98.75,67.9
4eb1e98300ef00ea26820ea5ccb6cf8e66676d3a44e80e8098521f7035e3f15d,40000-50000,0.388,8.26,1,1.0,0.2,275,0-60,0.12,Low,31.7,48.7,61.2
49ba71bf424f8300c2476924d330813d9f7b70a27c066b41bc03d4cf13c4b03f,10000-20000,0.121,1.29,0,1.0,0.4,113,180-240,0.0,Low,52.900000000000006,93.55,87.9
72cb172f071e8cdc192807a286f9b14653872e6ef9331fcd2a068d3bf9fcb2c5,20000-30000,0.233,2.47,1,1.0,0.01,40,120-180,0.32,Low,15.6,77.65,76.7
6715c1f1623482213f57d12dfe46c6ec4143fee3b18b564428b1cece7814157a,30000-40000,0.15,9.48,2,1.0,0.3,242,60-120,0.25,Low,33.9,32.599999999999994,85.0
78561a6d2708defe50220edde5ae2b33426b1e8dda34a1b9997020f1ece35545,20000-30000,0.327,0.25,0,0.0,0.4,123,0-60,0.0,Low,58.9,98.75,67.30000000000001
2731a64e5bb2c76ee8b4e7905713fdcd3de99a1ddb025ac50135a24526ed2d7e,30000-40000,0.252,3.41,1,1.0,0.38,50,180-240,0.15,Low,45.2,72.95,74.8
5c8d9810ce694b8d20030694d535d9f8f6f993d3968d764b0411ce19857f0ef8,20000-30000,0.272,0.26,1,1.0,0.04,12,60-120,0.28,Low,20.7,88.7,72.8
9254e25702242d475ac5a870f75e78d94bd5e73f3c1ed1316235854ad8a5df9f,30000-40000,0.329,1.72,1,1.0,0.17,235,180-240,0.09,Low,26.3,81.4,67.10000000000001
c33bc5a0fd526fabd81875bd24f0cf19e10c60f5c8272833ccbd6cd76fd7d858,20000-30000,0.189,4.79,2,1.0,0.27,38,120-180,0.34,Medium,34.5,56.05,81.1
0bb7ff2ea64b4a2b24da42db10b3b36acef11292c610e497982d6fdce0bc5cf7,40000-50000,0.37,2.19,0,1.0,0.02,6,180-240,0.23,Low,20.4,89.05,63.0
a4481d166d7a11bb59c33368839474fb7c3961243ee5be86a8dff8c7cbaf6fce,30000-40000,0.237,18.69,3,1.0,0.4,46,180-240,0.58,Medium,42.7,0.0,76.3
ba17cc65c85f19c5c1b179f8e6d3f0cce285eb5e23c7a05a41525e6836619a52,30000-40000,0.105,2.07,1,1.0,0.36,58,120-180,0.12,Low,45.1,79.65,89.5
29abf29a2e0bc48c732d4359c41cd1aa6ae87632debfc0e4d8eb1f402e6a6004,20000-30000,0.294,1.34,0,1.0,0.06,44,120-180,0.17,Low,22.4,93.3,70.6
4ec25a223b855abd038c94053d6fa46bd3f851f3e068e8e428e45dbdff944d18,20000-30000,0.328,0.9,1,1.0,0.0,257,60-120,0.12,Low,15.4,85.5,67.19999999999999
59a45b12d505d6d921b1345641abad28f58375b22ac6ed9ba5a0899b12aa7b2a,20000-30000,0.161,1.21,2,1.0,0.26,230,0-60,0.16,Low,29.5,73.95,83.89999999999999
2fae7f5c2edfd63a4cc94f5be9032755e350a2a1c60081d99b36dd53706df77d,30000-40000,0.35,1.75,1,1.0,0.01,116,60-120,0.24,Low,16.8,81.25,65.0
e45cee4a606df4827f9d668a36413324342285fd54c7dc7defc6f5ab197da3e5,20000-30000,0.367,0.27,0,0.0,0.4,239,120-180,0.0,Low,58.9,98.65,63.3
a5e9b027925f61a8c28d8d8e7da2505e74aa1824f5709b0150efb5480316ee1a,30000-40000,0.147,1.26,1,1.0,0.03,176,180-240,0.18,Low,17.8,83.7,85.3
09eab6bc6294179feef40a64ad8ceb4b79ef26f5b07f751c724b94eacb0df318,40000-50000,0.394,2.48,2,1.0,0.4,257,180-240,0.05,Low,45.2,67.6,60.6
f2735766c83820af7bbcae057b8a68362b8563df8e759a0b0406d3769f094861,30000-40000,0.099,3.2,0,0.0,0.4,279,0-60,0.0,Low,56.8,84.0,90.1
5f14b2aa75d97d80fa0a77826d579b6fb46b2d23b2c6a55f9f72ab838f3809d0,20000-30000,0.121,2.78,1,0.0,0.4,71,120-180,0.08,Low,51.3,76.1,87.9
fd0e0a3558846f277c1edf073f4a5b987c4c617902b46eb810ec9bd66f6add74,40000-50000,0.114,3.17,1,1.0,0.4,232,0-60,0.0,Low,47.1,74.15,88.6
cd41a4c006307ea77c1b5c97401bf6fce9e272eb9de7faeef77269bb30411573,20000-30000,0.363,0.03,2,0.0,0.4,69,0-60,0.16,Low,47.0,79.85,63.7
d859672f12001d8f6368b2ecade192e27b7681eb16e173b007156ecca15d2a23,10000-20000,0.279,0.83,1,1.0,0.4,38,180-240,0.09,Low,49.2,85.85,72.1
8fc4a0e6d1af6ae94be459a8569275b0b3004374852054ddee2afef1f95c509c,20000-30000,0.103,2.73,0,0.0,0.4,161,0-60,0.0,Low,57.7,86.35,89.7
2d4c7d26e3b88a357a06890f6f8b5a9b2a5f61b22cae1253add3d33cdfead9bd,10000-20000,0.204,2.0,1,1.0,0.4,151,0-60,0.01,Low,49.8,80.0,79.60000000000001
61b03a9250eadceea9fc1c7beac766026a7a52e8a7274325a0bd8f0cb9de68d4,20000-30000,0.265,0.02,3,1.0,0.3,29,0-60,0.4,Medium,30.2,69.9,73.5
2e9acf75885db39db74ccc33cd6e214c6483c21099a1792a386f03f8a01ededf,30000-40000,0.079,3.91,2,1.0,0.28,74,0-60,0.28,Low,36.5,60.45,92.1
0ec82b48a120c3456f14c180fd094634bf963283a49b29df6ecad1775f65dca0,40000-50000,0.359,5.62,1,1.0,0.4,250,0-60,0.0,Low,48.6,61.900000000000006,64.1
e5de8aa198d2276c6d4e865483133a4b6018b36fd1a515995f9e8fdb062f1323,30000-40000,0.331,2.91,0,1.0,0.11,103,0-60,0.1,Low,28.5,85.45,66.9
062fb13aa6cc55e8660ed26a48d4e68c4addd7b440bb1b82ccaf779b81900528,20000-30000,0.227,0.22,1,1.0,0.0,192,180-240,0.17,Low,15.7,88.9,77.3
d0208070c876e1add767a7e42dd95cc3dd2ac96dc423e92a61dcb353314c41d9,30000-40000,0.388,5.73,2,1.0,0.08,98,0-60,0.4,Medium,18.7,51.35,61.2
2ec1654e52b8e5cfe6226381f93cfd44ef230f000dfb05f8e2adc802ab4ce78b,10000-20000,0.196,2.61,1,1.0,0.4,284,180-240,0.0,Low,48.900000000000006,76.95,80.4
7fd784bac41e297bab4f041305bf4af740e467b1dd3366a49e158a0924a75e51,30000-40000,0.394,6.05,2,1.0,0.08,280,60-120,0.25,Low,19.0,49.75,60.6
06667b1f4252cf7db1291f524b81e963fc9f23db7a1e8192418e96f4ef5a4763,30000-40000,0.284,4.76,0,0.0,0.4,19,0-60,0.02,Low,57.400000000000006,76.2,71.6
042857c31f02f336634e33ad0955a927381d7e84ee70263f95091b4f288d98c2,10000-20000,0.272,5.46,1,0.0,0.4,265,180-240,0.0,Low,54.0,62.7,72.8
460221a108f53f5103f2cd9c206996fd970b44e7cf8964280d4d5ff9dbd6c113,40000-50000,0.108,1.85,1,1.0,0.4,109,120-180,0.05,Low,48.6,80.75,89.2
5566fa150d5d1994505819a82f60ab7dd821b8c7d6f861bc52c228fb27f77ccc,30000-40000,0.359,0.57,0,1.0,0.07,70,120-180,0.12,Low,25.0,97.15,64.1
216ec8c621fc31c1e83245e32042e1ce78d457e2ad88abe0c58731a84564cb9e,20000-30000,0.2,3.33,3,0.0,0.4,130,120-180,0.28,Low,43.0,53.35,80.0
7dcbbbe45f51f3c447b860ffb9f7f6df7daf5ccd18d0cbf1974945f3a74311e4,30000-40000,0.107,2.45,1,0.0,0.4,295,0-60,0.0,Low,55.5,77.75,89.3
121b2fa7f3450c00285f5b864061a0f30e412a7e0eb698e7662fce46ba8fa720,30000-40000,0.246,0.6,0,1.0,0.0,98,180-240,0.12,Low,20.3,97.0,75.4
6c1aca4dd222c95e6a6e3cbfd87376e5bc0c12d2ffc704fd0f43149b8b1d28e8,30000-40000,0.235,0.69,0,1.0,0.14,3,60-120,0.13,Low,32.7,96.55,76.5
3c3ef00e3cadab5db4be8d35fdb7f62430a4e4204c083babcc4747a8bf12e71f,20000-30000,0.302,7.76,1,0.0,0.4,182,0-60,0.07,Low,51.0,51.2,69.8
96a0166e6cb6c0f938b3fd5546da7fd3c153973089e365ac3d3aefe93e401ca9,20000-30000,0.362,5.28,1,1.0,0.18,183,180-240,0.14,Low,32.8,63.6,63.8
afa5cad9549f0f1284d6ec252c5205a09ddd14ae66e9a239f33383d4b40f2c6f,30000-40000,0.078,5.71,1,1.0,0.38,237,180-240,0.04,Low,43.4,61.45,92.2
47bac6f14ad279fd7efa047f74505d4f7a54101a1024146a81e8f1db55a7c6af,20000-30000,0.306,5.02,1,1.0,0.22,10,180-240,0.29,Low,32.400000000000006,64.9,69.39999999999999
461620e9809734442ed918f68e1b432bd11b13585ba27c206c93435f57e80d0b,30000-40000,0.116,2.34,1,0.0,0.4,29,120-180,0.11,Low,51.3,78.3,88.4
0d18b9b189443bda52ac07b58dcb4c6731aa464b517bc2eeac773fccfee2d7e6,20000-30000,0.35,3.98,2,1.0,0.0,148,60-120,0.37,Medium,12.3,60.1,65.0
de0ca3c5381d76cf82690693003d905ea0f2bc61c469f5c6915d948643c4ca74,30000-40000,0.337,8.1,1,1.0,0.4,93,0-60,0.15,Low,49.5,49.5,66.3
6210619f5f7724e601947239f85692dd16442b34570b34f772902c08cae99030,30000-40000,0.239,2.76,1,1.0,0.05,274,0-60,0.09,Low,22.7,76.2,76.1
a510181de01bfb43808bf9fed2c526509fa97d56938d97913d9fce71b4d7cad6,30000-40000,0.299,3.5,3,0.0,0.4,7,120-180,0.35,Medium,48.7,52.5,70.10000000000001
e28d598f2961223707771ed3775e53eeb76393e1e03fc46db57649506c12cdd6,20000-30000,0.16,0.48,0,1.0,0.4,84,120-180,0.0,Low,52.0,97.6,84.0
d3c1b9929a6f3e08e76796c8c72e978ac503283330916b4c50ac487dd2005690,20000-30000,0.215,1.97,1,1.0,0.4,221,180-240,0.0,Low,48.6,80.15,78.5
